2, 2
2, 5
2, 10
2, 20
2, 50
2, 100
2, 200
5, 2
5, 5
5, 10
5, 20
5, 50
5, 100
5, 200
10, 2
10, 5
10, 10
10, 20
10, 50
10, 100
10, 200
20, 2
20, 5
20, 10
20, 20
20, 50
20, 100
20, 200
50, 2
50, 5
50, 10
50, 20
50, 50
50, 100
50, 200
100, 2
100, 5
100, 10
100, 20
100, 50
100, 100
100, 200
200, 2
200, 5
200, 10
200, 20
200, 50
200, 100
200, 200
9192.98user 809.65system 2:00:19elapsed 138%CPU (0avgtext+0avgdata 3033272maxresident)k
14944inputs+64590408outputs (0major+51849707minor)pagefaults 0swaps
